Sentence,Idiom,NumOfWordsBetween,BetweenPOS,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG,Usage
as you will know have we be in india we would have build a pyre and set fire to they,set_fire,0,[],CJC,NN1,PRP,PNP,1,20,0.289666667,I
i wonder how long it would take he and whether diggs would now have to go shout through the town warn that the mad boy who set fire to dog be on the loose again lock up you hound,set_fire,0,[],PNQ,NN1,PRP,NN2,1,39,0.362166667,I
this rumour may have do what the poll tax do in 1381 set fire to a potentially explosive situation indeed one which have already show sign of burst into flame,set_fire,0,[],CRD,PRP,PRP,AT0,1,30,0.302590909,I
and in the past the the near we have get to that be take they along to a fire station and tell they what sort of people we be that have be prove in many case to be counterproductive because it be actually an incentive if you wish to set fire from other district than this,set_fire,0,[],TO0,VVB,PRP,AJ0,3,56,0.410827586,Q
do you know how to set a fire,set_fire,1,['AT0'],TO0,AVQ,,,1,8,0.3702,I
he be on remand charge with criminal damage after allegedly set fire to he girlfriend s house,set_fire,0,[],AV0,PRP,PRP,DPS,1,17,0.094444444,I
the prosecution say bailey smash a window in the hangar and climb inside to set the fire,set_fire,1,['AT0'],TO0,AV0,,,1,17,0.249466667,I
he go back later and set a second fire,set_fire,2,"['AT0', 'ORD']",CJC,AV0,,,1,9,0.3492,I
both have go inside but it be she husband bailey who set the fire,set_fire,1,['AT0'],PNQ,NP0-NN1,,,1,14,0.4115,I
the case against a schoolboy accuse of set fire to a teenage girl while she inhale an aerosol spray have collapse because of lack of evidence,set_fire,0,[],PRF,VVN-VVD,PRP,AT0,1,26,0.173,I
a man have set fire to himself outside the house of parliament in protest at the bosnian situation,set_fire,0,[],VHZ,NN1,PRP,PNX,2,18,0.321142857,I
the red crust show where 2 fire be set prior to a false floor be lay with clay bring from some distance away,set_fire,13,"['AJ0', 'PRP', 'AT0', 'AJ0', 'NN1', 'VBG', 'VVN', 'PRP', 'NN1', 'VVN-VVD', 'PRP', 'DT0', 'NN1']",VBD,NN2,,,1,23,0.171692308,Q
we consider that this be a serious attempt to set fire to boynes itself,set_fire,0,[],TO0,NN1,PRP,NP0,1,14,0.265428571,I
today at oxford crown court admit one charge of arson after he set fire to he home in desperation,set_fire,0,[],PNP,CJS,PRP,DPS,1,19,0.161928571,I
thief have destroy a rolls royce worth more than twenty seven thousand pound by set fire to it,set_fire,0,[],PRP,NN2,PRP,PNP,1,18,0.004090909,I
the three defendant be formally clear by the judge but then straight after the case they issue a statement admit they have intend to remove animal from a vehicle and set fire to it,set_fire,0,[],CJC,NN1,PRP,PNP,1,34,0.47045,I
then he watch a video and try to set fire to the house before go back to bath,set_fire,0,[],TO0,VVD,PRP,AT0,1,18,0.531307692,I
panel beater gordon reid 32 have just set fire to rubbish in the old oil drum while clear up at he car body repair garage at fenton barn,set_fire,0,[],AV0,VHD,PRP,NN1,1,28,0.364611111,I
the cause be either the butane gas heater or the electric lead lamp mr whitley have be use under the car or both set fire to petrol vapour,set_fire,0,[],DT0,CJC,PRP,NN1,1,28,0.489368421,I
mr chittenden set fire to himself outside the united friendly office in clemence house werburgh street chester where he ex-girlfriend works,set_fire,0,[],NP0,NP0,PRP,PNX,1,21,0.203363636,I
a jilted husband who set fire to he wife be home walk free from chester crown court yesterday,set_fire,0,[],PNQ,NN1,PRP,DPS,2,18,0.139636364,I
"a policeman be slash with a knife when he try to arrest a man who have just set fire to a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½9,000 volvo car live",set_fire,0,[],AV0,VHD,PRP,AT0,1,29,0.162529412,I
"a policeman be slash with a knife when he try to arrest a man who have just set fire to a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½9,000 volvo car live",set_fire,0,[],AV0,VHD,PRP,AT0,1,29,0.162529412,I
fire engine be call by neighbour to spencer beck house middlesbrough which threaten to turn into a towering inferno after peter crook and martin davies set fire to a ground floor flat,set_fire,0,[],NP0,NP0,PRP,AT0,3,32,0.171,I
a man who set fire to he former girlfriend 's home be jail for 18 month yesterday,set_fire,0,[],PNQ,NN1,PRP,DPS,2,17,-0.0718,I
craig simpson 21 set light to the front door of the house in tower green middlesbrough and also set a fire in the dustbin at the back door of the house,set_fire,1,['AT0'],AV0,CJC,PRP,AT0,2,31,0.474608696,Q
detective be hunt arsonist who set fire to an empty council flat in vane street on the headland hartlepool on wednesday night,set_fire,0,[],PNQ,NN2,PRP,AT0,1,22,0.037785714,I
child set fire to rubbish at the alverton factory in northallerton,set_fire,0,[],NN2,,PRP,NN1,1,11,0.161625,I
man admit set fire to block of flat,set_fire,0,[],VVZ,NN1,PRP,NN2,2,8,0.33325,I
a paramilitary group dedicate to exterminate cocaine king pablo escobar have set fire to he expensive collection of limousine and motorcycle apparently to avenge terrorist attack against civilian police say yesterday,set_fire,0,[],VHZ,NP0-NN1,PRP,DPS,1,31,0.15352,I
he hear that daniels have set fire to he car after tell he wife that he be go to lose it and tell police it have be steal,set_fire,0,[],VHD,NP0,PRP,DPS,2,28,0.338066667,I
sutherland also deny set fire to the house again allegedly with mr buckley about two week early,set_fire,0,[],VVZ,AV0,PRP,AT0,1,17,0.237545455,I
last month a jury at oban sheriff court find iain swan ferguson 50 of 2e scalpay terrace james smillie 34 of 28e mccaig road both oban and frederick vennard 45 of 11 lorn road dunbeg guilty of conspire to defraud the sun alliance insurance company by set fire to ferguson 's partly-built bungalow at taynuilt,set_fire,0,[],PRP,NN1,PRP,NP0,3,55,0.062846154,I
just before the blaze at 11pm vennard be see walk away from the house and later admit that he have set fire to it,set_fire,0,[],VHD,PNP,PRP,PNP,2,24,0.409615385,I
a boarding house owner who kill he friend when they set fire to the building for the insurance be jail for five year yesterday,set_fire,0,[],PNP,CJS,PRP,AT0,1,24,0.135941176,I
i mean you imagine somebody break in and set fire to a trailer,set_fire,0,[],CJC,AVP,PRP,AT0,1,13,0.13925,I
you be you be gon na set bloody fire to i,set_fire,1,['AJ0'],TO0,VVG,PRP,PNP,1,11,0.1855,I
what would you do if i set fire to the new to the shirt,set_fire,0,[],PNP,CJS,PRP,AT0,1,14,0.506222222,I
i would set fire to you,set_fire,0,[],VM0,PNP,PRP,PNP,1,6,0.300666667,I
she take i heart and squash the sucker flat,take_heart,1,['DPS'],PNP,,CJC,VVD,1,9,-0.212,L
for those be troublous time he say on a downward-curving cadence and such time have come again but take heart for when joshua hear the noise of the people as they shout he say unto moses there be a noise of war in the camp,take_heart,0,[],CJC,AV0,CJS,CJS,1,45,0.348692308,I
but we can take heart from the fact that apart from germany britain enjoy the great choice and variety of beer in europe,take_heart,0,[],VM0,PNP,PRP,AT0,1,23,0.558642857,I
the latter camp take heart yesterday from mr rocard 's insistence that any decision must be base on a consensus but realise that they have a tough fight ahead persuade other of the logic of they argument,take_heart,0,[],NN1,DT0,AV0,PRP,1,37,0.2913,I
he can take heart from the event of 1966,take_heart,0,[],VM0,PNP,PRP,AT0,1,9,0.5766,I
however they be take heart that it be now back to a comfortable 250 per cent,take_heart,0,[],VBB,PNP,CJT,PNP,1,16,0.533857143,I
however they be take heart that it be now back to a comfortable 250 per cent,take_heart,0,[],VBB,PNP,CJT,PNP,1,16,0.533857143,I
he end up do surgery on himself and take he heart out listen to it like a clock and throw it to the audience,take_heart,1,['DPS'],CJC,PNX,AVP,VVZ,1,24,0.337357143,L
official take heart that the economy have not collapse since the withdrawal of soviet aid,take_heart,0,[],NN2,,CJT,AT0,1,15,0.254833333,I
like harvey he take the heart to be the original of life and of crucial importance,take_heart,1,['AT0'],PNP,NP0,TO0,VBI,2,16,0.682272727,L
it be however to suggest that we all take heart,take_heart,0,[],DT0,PNP,,,1,10,0.0772,I
and take we heart we mind we soul,take_heart,1,['DPS'],CJC,,DPS,NN2,1,8,0.09525,L
opponent of the regime take new heart from the stalingrad disaster and they limited revival result in a spread of illegal broadsheet and surreptitiously daub graffiti attack hitler the stalingrad murderer,take_heart,1,['AJ0'],NN1,AT0,PRP,AT0,1,31,0.29304,I
michael ledeen an academic and consultant who do much to promote the iran venture take heart from the fact that when an arm shipment go disastrously wrong in november 1985 the iranian still give the crew caviar on they flight out of iran,take_heart,0,[],NN1-VVB,NP0,PRP,AT0,1,43,0.350884615,I
cambridge can take heart from goldie 's substantial victory over isis,take_heart,0,[],VM0,NP0,PRP,NP0,1,11,0.388,I
however the tory who have go into coalition only in time of great national danger can take heart from history,take_heart,0,[],VM0,NN1,PRP,NN1,1,20,0.350071429,I
mr oliver letwin the conservative candidate for hampstead who lose to the somewhat more primal miss glenda jackson should take heart,take_heart,0,[],VM0,NP0,,,1,21,0.165416667,I
but the communicator can take heart,take_heart,0,[],VM0,NN2,,,1,6,0.476,I
take heart from another record-setting session on wall street overnight the ft-se 100 be mark up 20 point at the outset yesterday,take_heart,0,[],,NN1,PRP,DT0,1,22,0.251153846,I
to this joseph protest if i could i would take i heart out and hold it in i hand and let the great father and the white people see that there be nothing in it but kind feeling and love for he and they,take_heart,1,['DPS'],VM0,PNP,AVP,CJC,1,44,0.264954545,L
it take a hard heart not to get involved in at least some of the game and sport on offer especially when everything 's free and even aerobic take on great appeal when there be an inviting pool to plunge into to cool down,take_heart,2,"['AT0', 'AJ0']",PNP,,XX0,TO0,1,44,0.2555,L
the macleans on the beach take fresh heart they be still outnumber but at least they have a chance,take_heart,1,['AJ0'],NN1,AT0,PNP,VBD,1,19,0.118727273,I
take i heart it be thou own,take_heart,1,['DPS'],,DPS,PNP,VBZ,1,7,0.120666667,L
other region of the kingdom if they see themselves in similar plight may take heart from a northern intention and expression of spirit,take_heart,0,[],VM0,NN1,PRP,AT0,1,23,0.240357143,I
remember do not take any wooden heart,take_heart,2,"['DT0', 'AJ0']",XX0,VDB,,,1,7,0.551,L
on the south side of the river mersey the extension take in the commercial heart of birkenhead with a mixed housing/industrial dock hinterland and also house and leisure area in new brighton,take_heart,3,"['PRP', 'AT0', 'AJ0']",NN1,AT0,PRF,NP0,1,32,0.380210526,L
consumer worry by credit-card debt and author of economic blockbuster predict the collapse of the american financial system will take heart from something that appear in grant 's interest rate observer one of the most highly-regarded investment publication in the states,take_heart,0,[],VM0,NN1,PRP,PNI,1,41,0.343241379,I
he sacrifice four lamb at the base of the li ga then take two inside and kill they by slit open the throat and the chest and cut off one of the foreleg at the shoulder so the heart can be take out still pump and offer to the god on a plate on the dhï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,take_heart,16,"['AVP', 'AV0-AJ0', 'VVG-NN1', 'CJC', 'VVN-VVD', 'PRP', 'AT0', 'NN1', 'PRP', 'AT0', 'NN1', 'PRP', 'AT0', 'NN2', 'POS', 'AJ0-VVN']",VBI,VM0,,,1,59,0.283583333,L
likewise every enthusiast for britain 's future ascendancy in the world through the commonwealth could take heart from the fact that a notable nationalist have be charm into submission by a representative of the crown,take_heart,0,[],VM0,NN1,PRP,AT0,1,35,0.380458333,I
but despite be grammy nominated and highly rever the album be now only available in britain as a costly import and so fan of robben 's superb jazz-tinted blue style will take heart in the fact that another release be imminent,take_heart,0,[],VM0,NN1,PRP,AT0,1,41,0.391238095,I
take heart,take_heart,0,[],,VVB,,,1,2,0.1165,Q
once the welsh realise that the opposition be not all that great they take heart and the result be a late try which put they tail up,take_heart,0,[],PNP,AJ0,CJC,AT0,1,27,0.260266667,I
he take heart again but not for long,take_heart,0,[],PNP,,AV0,CJC,1,8,0.1128,Q
take heart from a check-up,take_heart,0,[],,AT0,PRP,AT0,1,5,0.1165,I
but lover of novel in everyday ink and print can take heart from the fact that electronic book publishing lend itself best to reference material,take_heart,0,[],VM0,NN1-VVB,PRP,AT0,1,25,0.330666667,I
lover of novel in everyday ink and print can take heart from the fact that electronic book publishing lend itself best to reference material,take_heart,0,[],VM0,NN1-VVB,PRP,AT0,1,24,0.330666667,I
i would like to thank all concerned with you magazine especially the reader who send letter of encouragement because whilst i be struggle to paint i read aim and take heart from all those like-minded people,take_heart,0,[],CJC,NP0-NN1,PRP,DT0,1,36,0.212142857,I
i lord i shall endeavour to take heart from you assurance in regard to lord hastings i derive much comfort from you undertaking in respect of this i young son,take_heart,0,[],TO0,VVI,PRP,DPS,1,30,0.282333333,I
take heart,take_heart,0,[],,VVB,,,1,2,0.1165,Q
there be more bad news to come but let we pause for a moment to take heart,take_heart,0,[],TO0,NN1,,,1,17,0.262636364,I
it will be like take the heart out of birkenhead he say,take_heart,1,['AT0'],PRP,VBI,AVP,PRF,1,12,0.336833333,L
we take considerable heart from the knowledge that despite the strain on educational resource many teacher be show they awareness of the importance of money management education to the future life of they pupil by active effort to integrate it into curriculum,take_heart,1,['AJ0'],PNP,,PRP,AT0,1,42,0.55828125,I
perhaps trine be tell the truth and love heart be be take at rave all over the country,take_heart,5,"['PRP', 'NN2', 'AV0', 'PRP', 'AT0']",VBG,VBD,,,1,18,0.351818182,L
oak leaf courage take heart,take_heart,0,[],NN1,NN2-VVZ,,,1,5,0.3642,Q
mr major ask industry to take heart from the fact that thing be quite different now,take_heart,0,[],TO0,NN1,PRP,AT0,1,16,0.520666667,I
